"Año","Cantidad","Sector Económico","Estados empresas","Cantidad de empleos","Activos (Miles)"
"2.002","0","Agropecuarias","Cambio de Domicilio, empresas que se fueron de Sabaneta","248","16.847.200"
"2.002","0","Minas y canteras","Cambio de Domicilio, empresas que se fueron de Sabaneta","248","16.847.200"
"2.002","2","Manufactureras","Cambio de Domicilio, empresas que se fueron de Sabaneta","248","16.847.200"
"2.002","0","Electricidad, Gas y vapor","Cambio de Domicilio, empresas que se fueron de Sabaneta","248","16.847.200"
"2.002","1","Construcción","Cambio de Domicilio, empresas que se fueron de Sabaneta","248","16.847.200"
"2.002","3","Comercio","Cambio de Domicilio, empresas que se fueron de Sabaneta","248","16.847.200"
"2.002","0","Transporte, Comunicaciones","Cambio de Domicilio, empresas que se fueron de Sabaneta","248","16.847.200"
"2.002","1","Seguros y Finanzas","Cambio de Domicilio, empresas que se fueron de Sabaneta","248","16.847.200"
"2.002","7","Agropecuarias","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","687","117.353.400"
"2.002","0","Minas y canteras","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","687","117.353.400"
"2.002","51","Manufactureras","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","687","117.353.400"
"2.002","2","Electricidad, Gas y vapor","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","687","117.353.400"
"2.002","5","Construcción","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","687","117.353.400"
"2.002","210","Comercio","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","687","117.353.400"
"2.002","0","Transporte, Comunicaciones","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","687","117.353.400"
"2.002","9","Seguros y Finanzas","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","687","117.353.400"
"2.002","27","Servicios","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","687","117.353.400"
"2.002","11","Agropecuarias","Sociedades Renovadas","10.143","910.881.000"
"2.002","1","Minas y canteras","Sociedades Renovadas","10.143","910.881.000"
"2.002","137","Manufactureras","Sociedades Renovadas","10.143","910.881.000"
"2.002","0","Electricidad, Gas y vapor","Sociedades Renovadas","10.143","910.881.000"
"2.002","38","Construcción","Sociedades Renovadas","10.143","910.881.000"
"2.002","86","Comercio","Sociedades Renovadas","10.143","910.881.000"
"2.002","22","Transporte, Comunicaciones","Sociedades Renovadas","10.143","910.881.000"
"2.002","62","Seguros y Finanzas","Sociedades Renovadas","10.143","910.881.000"
"2.002","20","Servicios","Sociedades Renovadas","10.143","910.881.000"
"2.002","0","Agropecuarias","Sociedades Constituidas","169","2.527.400"
"2.002","0","Minas y canteras","Sociedades Constituidas","169","2.527.400"
"2.002","0","Manufactureras","Sociedades Constituidas","169","2.527.400"
"2.002","18","Electricidad, Gas y vapor","Sociedades Constituidas","169","2.527.400"
"2.002","3","Construcción","Sociedades Constituidas","169","2.527.400"
"2.002","29","Comercio","Sociedades Constituidas","169","2.527.400"
"2.002","4","Transporte, Comunicaciones","Sociedades Constituidas","169","2.527.400"
"2.002","15","Seguros y Finanzas","Sociedades Constituidas","169","2.527.400"
"2.002","1","Servicios","Sociedades Constituidas","169","2.527.400"
"2.002","0","Agropecuarias","Cambio de Domicilio, empresas que llegan a Sabaneta","223","22.192.700"
"2.002","0","Minas y canteras","Cambio de Domicilio, empresas que llegan a Sabaneta","223","22.192.700"
"2.002","9","Manufactureras","Cambio de Domicilio, empresas que llegan a Sabaneta","223","22.192.700"
"2.002","0","Electricidad, Gas y vapor","Cambio de Domicilio, empresas que llegan a Sabaneta","223","22.192.700"
"2.002","1","Construcción","Cambio de Domicilio, empresas que llegan a Sabaneta","223","22.192.700"
"2.002","6","Comercio","Cambio de Domicilio, empresas que llegan a Sabaneta","223","22.192.700"
"2.002","0","Transporte, Comunicaciones","Cambio de Domicilio, empresas que llegan a Sabaneta","223","22.192.700"
"2.002","4","Seguros y Finanzas","Cambio de Domicilio, empresas que llegan a Sabaneta","223","22.192.700"
"2.002","0","Servicios","Cambio de Domicilio, empresas que llegan a Sabaneta","223","22.192.700"
"2.002","0","Servicios","Cambio de Domicilio, empresas que se fueron de Sabaneta","248","16.847.200"
"2.002","2","Agropecuarias","Empresas Liquidadas (Sociedades)","50","2.858.700"
"2.002","8","Manufactureras","Empresas Liquidadas (Sociedades)","50","2.858.700"
"2.002","0","Electricidad, Gas y vapor","Empresas Liquidadas (Sociedades)","50","2.858.700"
"2.002","0","Construcción","Empresas Liquidadas (Sociedades)","50","2.858.700"
"2.002","18","Comercio","Empresas Liquidadas (Sociedades)","50","2.858.700"
"2.002","0","Transporte, Comunicaciones","Empresas Liquidadas (Sociedades)","50","2.858.700"
"2.002","1","Seguros y Finanzas","Empresas Liquidadas (Sociedades)","50","2.858.700"
"2.002","1","Servicios","Empresas Liquidadas (Sociedades)","50","2.858.700"
"2.003","0","Agropecuarias","Cambio de Domicilio, empresas que se fueron de Sabaneta","100","11.952.000"
"2.003","0","Minas y canteras","Cambio de Domicilio, empresas que se fueron de Sabaneta","100","11.952.000"
"2.003","3","Manufactureras","Cambio de Domicilio, empresas que se fueron de Sabaneta","100","11.952.000"
"2.003","0","Electricidad, Gas y vapor","Cambio de Domicilio, empresas que se fueron de Sabaneta","100","11.952.000"
"2.003","1","Construcción","Cambio de Domicilio, empresas que se fueron de Sabaneta","100","11.952.000"
"2.003","3","Comercio","Cambio de Domicilio, empresas que se fueron de Sabaneta","100","11.952.000"
"2.003","0","Transporte, Comunicaciones","Cambio de Domicilio, empresas que se fueron de Sabaneta","100","11.952.000"
"2.003","0","Seguros y Finanzas","Cambio de Domicilio, empresas que se fueron de Sabaneta","100","11.952.000"
"2.003","0","Servicios","Cambio de Domicilio, empresas que se fueron de Sabaneta","100","11.952.000"
"2.003","4","Agropecuarias","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","240","46.983.000"
"2.003","0","Minas y canteras","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","240","46.983.000"
"2.003","49","Manufactureras","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","240","46.983.000"
"2.003","0","Electricidad, Gas y vapor","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","240","46.983.000"
"2.003","6","Construcción","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","240","46.983.000"
"2.003","203","Comercio","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","240","46.983.000"
"2.003","7","Transporte, Comunicaciones","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","240","46.983.000"
"2.003","11","Seguros y Finanzas","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","240","46.983.000"
"2.003","37","Servicios","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","240","46.983.000"
"2.003","8","Agropecuarias","Sociedades Renovadas","7.343","926.249.000"
"2.003","3","Minas y canteras","Sociedades Renovadas","7.343","926.249.000"
"2.003","185","Manufactureras","Sociedades Renovadas","7.343","926.249.000"
"2.003","0","Electricidad, Gas y vapor","Sociedades Renovadas","7.343","926.249.000"
"2.003","43","Construcción","Sociedades Renovadas","7.343","926.249.000"
"2.003","108","Comercio","Sociedades Renovadas","7.343","926.249.000"
"2.003","19","Transporte, Comunicaciones","Sociedades Renovadas","7.343","926.249.000"
"2.003","81","Seguros y Finanzas","Sociedades Renovadas","7.343","926.249.000"
"2.003","14","Servicios","Sociedades Renovadas","7.343","926.249.000"
"2.003","1","Agropecuarias","Sociedades Constituidas","242","18.172.000"
"2.003","0","Minas y canteras","Sociedades Constituidas","242","18.172.000"
"2.003","0","Manufactureras","Sociedades Constituidas","242","18.172.000"
"2.003","22","Electricidad, Gas y vapor","Sociedades Constituidas","242","18.172.000"
"2.003","8","Construcción","Sociedades Constituidas","242","18.172.000"
"2.003","15","Comercio","Sociedades Constituidas","242","18.172.000"
"2.003","4","Transporte, Comunicaciones","Sociedades Constituidas","242","18.172.000"
"2.003","16","Seguros y Finanzas","Sociedades Constituidas","242","18.172.000"
"2.003","1","Servicios","Sociedades Constituidas","242","18.172.000"
"2.003","0","Agropecuarias","Cambio de Domicilio, empresas que llegan a Sabaneta","128","2.952.000"
"2.003","0","Minas y canteras","Cambio de Domicilio, empresas que llegan a Sabaneta","128","2.952.000"
"2.003","3","Manufactureras","Cambio de Domicilio, empresas que llegan a Sabaneta","128","2.952.000"
"2.003","0","Electricidad, Gas y vapor","Cambio de Domicilio, empresas que llegan a Sabaneta","128","2.952.000"
"2.003","2","Construcción","Cambio de Domicilio, empresas que llegan a Sabaneta","128","2.952.000"
"2.003","2","Comercio","Cambio de Domicilio, empresas que llegan a Sabaneta","128","2.952.000"
"2.003","0","Transporte, Comunicaciones","Cambio de Domicilio, empresas que llegan a Sabaneta","128","2.952.000"
"2.003","0","Seguros y Finanzas","Cambio de Domicilio, empresas que llegan a Sabaneta","128","2.952.000"
"2.003","0","Servicios","Cambio de Domicilio, empresas que llegan a Sabaneta","128","2.952.000"
"2.003","0","Agropecuarias","Empresas Liquidadas (Sociedades)","264","1.997.700"
"2.003","7","Manufactureras","Empresas Liquidadas (Sociedades)","264","1.997.700"
"2.003","0","Electricidad, Gas y vapor","Empresas Liquidadas (Sociedades)","264","1.997.700"
"2.003","2","Construcción","Empresas Liquidadas (Sociedades)","264","1.997.700"
"2.003","6","Comercio","Empresas Liquidadas (Sociedades)","264","1.997.700"
"2.003","0","Transporte, Comunicaciones","Empresas Liquidadas (Sociedades)","264","1.997.700"
"2.003","3","Seguros y Finanzas","Empresas Liquidadas (Sociedades)","264","1.997.700"
"2.003","2","Servicios","Empresas Liquidadas (Sociedades)","264","1.997.700"
"2.004","0","Agropecuarias","Cambio de Domicilio, empresas que se fueron de Sabaneta","35","2.188.200"
"2.004","0","Minas y canteras","Cambio de Domicilio, empresas que se fueron de Sabaneta","35","2.188.200"
"2.004","4","Manufactureras","Cambio de Domicilio, empresas que se fueron de Sabaneta","35","2.188.200"
"2.004","0","Electricidad, Gas y vapor","Cambio de Domicilio, empresas que se fueron de Sabaneta","35","2.188.200"
"2.004","2","Construcción","Cambio de Domicilio, empresas que se fueron de Sabaneta","35","2.188.200"
"2.004","4","Comercio","Cambio de Domicilio, empresas que se fueron de Sabaneta","35","2.188.200"
"2.004","0","Transporte, Comunicaciones","Cambio de Domicilio, empresas que se fueron de Sabaneta","35","2.188.200"
"2.004","1","Seguros y Finanzas","Cambio de Domicilio, empresas que se fueron de Sabaneta","35","2.188.200"
"2.004","0","Servicios","Cambio de Domicilio, empresas que se fueron de Sabaneta","35","2.188.200"
"2.004","6","Agropecuarias","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","306","4.351.200"
"2.004","0","Minas y canteras","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","306","4.351.200"
"2.004","52","Manufactureras","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","306","4.351.200"
"2.004","2","Electricidad, Gas y vapor","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","306","4.351.200"
"2.004","9","Construcción","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","306","4.351.200"
"2.004","264","Comercio","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","306","4.351.200"
"2.004","9","Transporte, Comunicaciones","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","306","4.351.200"
"2.004","16","Seguros y Finanzas","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","306","4.351.200"
"2.004","30","Servicios","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","306","4.351.200"
"2.004","9","Agropecuarias","Sociedades Renovadas","6.562","1.035.862.700"
"2.004","1","Minas y canteras","Sociedades Renovadas","6.562","1.035.862.700"
"2.004","164","Manufactureras","Sociedades Renovadas","6.562","1.035.862.700"
"2.004","0","Electricidad, Gas y vapor","Sociedades Renovadas","6.562","1.035.862.700"
"2.004","35","Construcción","Sociedades Renovadas","6.562","1.035.862.700"
"2.004","125","Comercio","Sociedades Renovadas","6.562","1.035.862.700"
"2.004","22","Transporte, Comunicaciones","Sociedades Renovadas","6.562","1.035.862.700"
"2.004","86","Seguros y Finanzas","Sociedades Renovadas","6.562","1.035.862.700"
"2.004","11","Servicios","Sociedades Renovadas","6.562","1.035.862.700"
"2.004","3","Agropecuarias","Sociedades Constituidas","1.068","62.695.800"
"2.004","0","Minas y canteras","Sociedades Constituidas","1.068","62.695.800"
"2.004","0","Manufactureras","Sociedades Constituidas","1.068","62.695.800"
"2.004","22","Electricidad, Gas y vapor","Sociedades Constituidas","1.068","62.695.800"
"2.004","4","Construcción","Sociedades Constituidas","1.068","62.695.800"
"2.004","28","Comercio","Sociedades Constituidas","1.068","62.695.800"
"2.004","1","Transporte, Comunicaciones","Sociedades Constituidas","1.068","62.695.800"
"2.004","22","Seguros y Finanzas","Sociedades Constituidas","1.068","62.695.800"
"2.004","9","Servicios","Sociedades Constituidas","1.068","62.695.800"
"2.004","2","Agropecuarias","Cambio de Domicilio, empresas que llegan a Sabaneta","987","42.727.800"
"2.004","0","Minas y canteras","Cambio de Domicilio, empresas que llegan a Sabaneta","987","42.727.800"
"2.004","7","Manufactureras","Cambio de Domicilio, empresas que llegan a Sabaneta","987","42.727.800"
"2.004","0","Electricidad, Gas y vapor","Cambio de Domicilio, empresas que llegan a Sabaneta","987","42.727.800"
"2.004","1","Construcción","Cambio de Domicilio, empresas que llegan a Sabaneta","987","42.727.800"
"2.004","14","Comercio","Cambio de Domicilio, empresas que llegan a Sabaneta","987","42.727.800"
"2.004","0","Transporte, Comunicaciones","Cambio de Domicilio, empresas que llegan a Sabaneta","987","42.727.800"
"2.004","3","Seguros y Finanzas","Cambio de Domicilio, empresas que llegan a Sabaneta","987","42.727.800"
"2.004","1","Servicios","Cambio de Domicilio, empresas que llegan a Sabaneta","987","42.727.800"
